id_venda,data_venda,loja,categoria_produto,produto,quantidade,preco_unitario,valor_total,vendedor,forma_pagamento,cidade,uf
HAV003723,2024-12-05,Havan Florianópolis,Móveis,Mesa de Jantar 6 lugares,1,1240.83,1240.83,Fernanda Lima,Cartão de crédito,Florianópolis,SC
HAV003724,2024-09-10,Havan Itajaí,Informática,Impressora HP,2,2825.25,5650.5,João Mendes,Cartão de crédito,Itajaí,SC
HAV003725,2024-01-08,Havan Joinville,Brinquedos,Lego Star Wars,2,254.94,509.88,Fernanda Lima,PIX,Joinville,SC
HAV003726,2025-05-13,Havan Londrina,Brinquedos,Jogo de Tabuleiro,2,74.62,149.24,Rodrigo Alves,PIX,Londrina,SC
HAV003727,2025-03-26,Havan Itajaí,"Cama, Mesa e Banho",Jogo de Lençol Queen,1,297.58,297.58,Mariana Costa,Cartão de crédito,Itajaí,SC
HAV003728,2024-07-01,Havan Brusque,Utilidades Domésticas,Jogo de Copos,2,81.04,162.08,Patrícia Santos,PIX,Brusque,SC
HAV003729,2024-09-29,Havan Curitiba,Móveis,Sofá 3 Lugares,3,4720.07,14160.21,Carlos Souza,Cartão de crédito,Curitiba,PR
HAV003730,2024-10-13,Havan Florianópolis,"Cama, Mesa e Banho",Edredom Casal,4,163.25,653.0,Ana Silva,PIX,Florianópolis,SC
HAV003731,2025-09-27,Havan Londrina,Vestuário,Tênis Nike,1,93.33,93.33,Rodrigo Alves,Cartão de débito,Londrina,PR
HAV003732,2024-11-03,Havan Joinville,Móveis,Sofá 3 Lugares,1,4527.52,4527.52,Rodrigo Alves,Cartão de crédito,Joinville,SC
HAV003733,2025-04-23,Havan Florianópolis,Vestuário,Tênis Nike,2,197.86,395.72,Rodrigo Alves,Dinheiro,Florianópolis,SC
HAV003734,2024-04-07,Havan Londrina,Brinquedos,Quebra-cabeça 1000 peças,2,333.96,667.92,Mariana Costa,PIX,Londrina,SC
HAV003735,2024-10-22,Havan Balneário Camboriú,Vestuário,Tênis Nike,1,285.92,285.92,Rodrigo Alves,Cartão de débito,Balneário Camboriú,SC
HAV003736,2025-03-03,Havan Florianópolis,"Cama, Mesa e Banho",Toalha de Banho,4,121.01,484.04,Rodrigo Alves,PIX,Florianópolis,SC
HAV003737,2025-10-15,Havan Blumenau,Móveis,Sofá 3 Lugares,3,4313.17,12939.51,Rodrigo Alves,PIX,Blumenau,SC
HAV003738,2025-07-11,Havan Londrina,Móveis,Cadeira Gamer,1,2353.7,2353.7,Rodrigo Alves,Cartão de crédito,Londrina,SC
HAV003739,2025-08-25,Havan Florianópolis,Móveis,Estante Decorativa,1,1048.7,1048.7,Carlos Souza,Cartão de crédito,Florianópolis,SC
HAV003740,2024-08-18,Havan Joinville,Eletrodomésticos,Liquidificador Philips,1,2024.6,2024.6,Patrícia Santos,Dinheiro,Joinville,SC
HAV003741,2024-06-12,Havan Brusque,Eletrodomésticos,Geladeira Brastemp,4,752.32,3009.28,Lucas Oliveira,PIX,Brusque,SC
HAV003742,2024-09-05,Havan Florianópolis,Vestuário,Tênis Nike,2,57.62,115.24,Carlos Souza,PIX,Florianópolis,SC
HAV003743,2024-01-09,Havan Blumenau,Utilidades Domésticas,Jogo de Copos,1,369.54,369.54,Carlos Souza,Cartão de crédito,Blumenau,SC
HAV003744,2025-08-24,Havan Joinville,Utilidades Domésticas,Aparelho de Jantar,4,320.15,1280.6,João Mendes,Cartão de crédito,Joinville,SC
HAV003745,2025-03-28,Havan Itajaí,Brinquedos,Lego Star Wars,4,214.32,857.28,Carlos Souza,Cartão de crédito,Itajaí,SC
HAV003746,2024-09-21,Havan Curitiba,Brinquedos,Boneca Barbie,1,383.63,383.63,Lucas Oliveira,Cartão de crédito,Curitiba,PR
HAV003747,2025-06-30,Havan Londrina,"Cama, Mesa e Banho",Travesseiro Nasa,3,233.09,699.27,Rodrigo Alves,Dinheiro,Londrina,SC
HAV003748,2025-11-04,Havan Curitiba,Brinquedos,Carrinho Hot Wheels,4,43.99,175.96,João Mendes,PIX,Curitiba,PR
HAV003749,2024-06-15,Havan Florianópolis,Utilidades Domésticas,Tábua de Corte,1,157.91,157.91,João Mendes,Cartão de crédito,Florianópolis,SC
HAV003750,2024-01-23,Havan Blumenau,Vestuário,Calça Jeans,2,155.86,311.72,Fernanda Lima,PIX,Blumenau,SC
HAV003751,2024-05-17,Havan Itajaí,Utilidades Domésticas,Conjunto de Panelas Tramontina,2,418.39,836.78,Patrícia Santos,Cartão de débito,Itajaí,SC
HAV003752,2025-01-05,Havan Itajaí,Eletrônicos,Caixa de Som Alexa,2,3580.75,7161.5,Patrícia Santos,Cartão de crédito,Itajaí,SC
HAV003753,2024-07-24,Havan Florianópolis,Eletrodomésticos,Micro-ondas Electrolux,1,4448.74,4448.74,Patrícia Santos,Dinheiro,Florianópolis,SC
HAV003754,2024-03-26,Havan Londrina,Móveis,Estante Decorativa,1,986.84,986.84,Ana Silva,Cartão de débito,Londrina,PR
HAV003755,2025-05-03,Havan Balneário Camboriú,Utilidades Domésticas,Chaleira Inox,1,436.75,436.75,Fernanda Lima,Cartão de crédito,Balneário Camboriú,SC
HAV003756,2025-04-30,Havan Brusque,"Cama, Mesa e Banho",Toalha de Banho,3,363.95,1091.85,Lucas Oliveira,Cartão de débito,Brusque,SC
HAV003757,2025-02-25,Havan Florianópolis,Móveis,Cadeira Gamer,3,3802.12,11406.36,Lucas Oliveira,PIX,Florianópolis,SC
HAV003758,2024-03-31,Havan Londrina,Móveis,Sofá 3 Lugares,3,3037.28,9111.84,Carlos Souza,Cartão de crédito,Londrina,PR
HAV003759,2024-06-05,Havan Brusque,Eletrodomésticos,Geladeira Brastemp,1,403.59,403.59,Mariana Costa,Cartão de débito,Brusque,SC
HAV003760,2025-08-10,Havan Balneário Camboriú,Informática,"Monitor 24""",1,1872.62,1872.62,Fernanda Lima,PIX,Balneário Camboriú,SC
HAV003761,2024-08-21,Havan Florianópolis,Informática,HD Externo 1TB,3,1326.23,3978.69,Lucas Oliveira,Cartão de crédito,Florianópolis,SC
HAV003762,2024-06-21,Havan Londrina,Móveis,Sofá 3 Lugares,4,4864.79,19459.16,Rodrigo Alves,PIX,Londrina,SC
HAV003763,2025-04-25,Havan Curitiba,Móveis,Mesa de Jantar 6 lugares,2,4242.83,8485.66,Patrícia Santos,PIX,Curitiba,SC
HAV003764,2024-07-05,Havan Joinville,Móveis,Guarda-roupa 6 portas,3,2682.78,8048.34,João Mendes,Cartão de crédito,Joinville,SC
HAV003765,2024-06-27,Havan Brusque,Brinquedos,Carrinho Hot Wheels,1,372.95,372.95,Rodrigo Alves,Cartão de crédito,Brusque,SC
HAV003766,2024-06-11,Havan Londrina,Informática,Teclado Mecânico,2,546.99,1093.98,Ana Silva,Cartão de crédito,Londrina,SC
HAV003767,2024-08-05,Havan Itajaí,Eletrônicos,"Smart TV 50""",3,2887.47,8662.41,Mariana Costa,Cartão de crédito,Itajaí,SC
HAV003768,2025-07-26,Havan Balneário Camboriú,Utilidades Domésticas,Conjunto de Panelas Tramontina,2,93.74,187.48,Mariana Costa,Cartão de crédito,Balneário Camboriú,SC
HAV003769,2025-03-16,Havan Curitiba,"Cama, Mesa e Banho",Cortina Blackout,1,244.73,244.73,Patrícia Santos,Cartão de crédito,Curitiba,SC
HAV003770,2025-08-10,Havan Londrina,Informática,HD Externo 1TB,2,2235.79,4471.58,Carlos Souza,Dinheiro,Londrina,SC
HAV003771,2024-05-30,Havan Blumenau,Utilidades Domésticas,Jogo de Copos,4,42.56,170.24,Fernanda Lima,PIX,Blumenau,SC
HAV003772,2025-06-29,Havan Balneário Camboriú,Utilidades Domésticas,Jogo de Copos,1,373.9,373.9,Patrícia Santos,Cartão de crédito,Balneário Camboriú,SC
HAV003773,2024-05-06,Havan Curitiba,Vestuário,Camiseta Polo,2,93.51,187.02,Patrícia Santos,Cartão de débito,Curitiba,PR
HAV003774,2024-08-23,Havan Brusque,Eletrônicos,Tablet Samsung,4,3991.97,15967.88,João Mendes,Dinheiro,Brusque,SC
HAV003775,2025-05-27,Havan Londrina,"Cama, Mesa e Banho",Edredom Casal,1,489.64,489.64,Mariana Costa,Cartão de crédito,Londrina,SC
HAV003776,2025-11-01,Havan Balneário Camboriú,Móveis,Cadeira Gamer,1,1268.69,1268.69,Fernanda Lima,Cartão de débito,Balneário Camboriú,SC
HAV003777,2024-10-23,Havan Blumenau,"Cama, Mesa e Banho",Jogo de Lençol Queen,3,98.02,294.06,Mariana Costa,Cartão de crédito,Blumenau,SC
HAV003778,2024-11-17,Havan Joinville,Utilidades Domésticas,Jogo de Copos,1,378.96,378.96,João Mendes,Cartão de crédito,Joinville,SC
HAV003779,2024-05-13,Havan Balneário Camboriú,Utilidades Domésticas,Aparelho de Jantar,1,396.3,396.3,Ana Silva,Dinheiro,Balneário Camboriú,SC
HAV003780,2024-09-15,Havan Joinville,Utilidades Domésticas,Chaleira Inox,4,199.33,797.32,Mariana Costa,PIX,Joinville,SC
HAV003781,2025-08-26,Havan Balneário Camboriú,Brinquedos,Lego Star Wars,1,197.24,197.24,Fernanda Lima,Cartão de crédito,Balneário Camboriú,SC
HAV003782,2025-03-19,Havan Brusque,Informática,"Monitor 24""",4,2805.48,11221.92,Lucas Oliveira,PIX,Brusque,SC
HAV003783,2025-03-09,Havan Brusque,Informática,Teclado Mecânico,1,924.81,924.81,Mariana Costa,Cartão de crédito,Brusque,SC
HAV003784,2024-12-23,Havan Brusque,Informática,Mouse Logitech,4,1000.64,4002.56,Fernanda Lima,PIX,Brusque,SC
HAV003785,2025-07-24,Havan Florianópolis,"Cama, Mesa e Banho",Jogo de Lençol Queen,1,352.17,352.17,Lucas Oliveira,PIX,Florianópolis,SC
HAV003786,2025-07-31,Havan Blumenau,Móveis,Estante Decorativa,3,3712.83,11138.49,João Mendes,Cartão de crédito,Blumenau,SC
HAV003787,2024-07-04,Havan Londrina,Utilidades Domésticas,Tábua de Corte,1,116.31,116.31,Carlos Souza,Cartão de crédito,Londrina,PR
HAV003788,2025-10-11,Havan Londrina,Eletrodomésticos,Aspirador Mondial,1,4255.04,4255.04,Mariana Costa,PIX,Londrina,PR
HAV003789,2024-06-01,Havan Curitiba,Brinquedos,Boneca Barbie,3,248.97,746.91,Ana Silva,PIX,Curitiba,SC
HAV003790,2024-08-12,Havan Brusque,"Cama, Mesa e Banho",Toalha de Banho,1,262.01,262.01,Lucas Oliveira,Cartão de crédito,Brusque,SC
HAV003791,2024-04-23,Havan Joinville,Eletrônicos,"Smart TV 50""",1,4390.94,4390.94,Carlos Souza,Cartão de crédito,Joinville,SC
HAV003792,2025-04-13,Havan Curitiba,Informática,HD Externo 1TB,2,1751.89,3503.78,João Mendes,Cartão de débito,Curitiba,SC
HAV003793,2025-06-09,Havan Blumenau,Vestuário,Jaqueta Corta Vento,2,319.38,638.76,Mariana Costa,Cartão de débito,Blumenau,SC
HAV003794,2025-08-09,Havan Balneário Camboriú,Informática,"Monitor 24""",2,1023.4,2046.8,Lucas Oliveira,Cartão de crédito,Balneário Camboriú,SC
HAV003795,2025-06-28,Havan Curitiba,"Cama, Mesa e Banho",Jogo de Lençol Queen,1,282.84,282.84,Fernanda Lima,Cartão de débito,Curitiba,SC
HAV003796,2024-12-08,Havan Joinville,Utilidades Domésticas,Conjunto de Panelas Tramontina,1,179.79,179.79,Mariana Costa,Cartão de crédito,Joinville,SC
HAV003797,2025-01-17,Havan Londrina,Móveis,Estante Decorativa,2,1221.82,2443.64,Lucas Oliveira,Cartão de crédito,Londrina,PR
HAV003798,2025-01-30,Havan Florianópolis,Vestuário,Jaqueta Corta Vento,1,185.49,185.49,Mariana Costa,PIX,Florianópolis,SC
HAV003799,2025-11-03,Havan Blumenau,Vestuário,Blusa Feminina,1,418.84,418.84,Rodrigo Alves,Dinheiro,Blumenau,SC
HAV003800,2025-02-15,Havan Londrina,Utilidades Domésticas,Aparelho de Jantar,1,117.57,117.57,João Mendes,PIX,Londrina,SC
HAV003801,2024-05-02,Havan Brusque,Utilidades Domésticas,Aparelho de Jantar,1,355.56,355.56,Patrícia Santos,Cartão de débito,Brusque,SC
HAV003802,2024-05-16,Havan Brusque,Eletrônicos,"Smart TV 50""",2,2557.93,5115.86,Carlos Souza,Cartão de débito,Brusque,SC
HAV003803,2024-11-25,Havan Florianópolis,Brinquedos,Quebra-cabeça 1000 peças,4,37.29,149.16,Carlos Souza,Cartão de débito,Florianópolis,SC
HAV003804,2024-12-24,Havan Florianópolis,Eletrônicos,Notebook Lenovo,1,2294.54,2294.54,João Mendes,Dinheiro,Florianópolis,SC
HAV003805,2025-05-20,Havan Itajaí,Brinquedos,Boneca Barbie,3,222.72,668.16,Patrícia Santos,Cartão de crédito,Itajaí,SC
HAV003806,2024-05-10,Havan Joinville,Eletrônicos,Tablet Samsung,3,4411.94,13235.82,João Mendes,PIX,Joinville,SC
HAV003807,2024-01-06,Havan Joinville,Brinquedos,Carrinho Hot Wheels,1,157.3,157.3,Mariana Costa,PIX,Joinville,SC
HAV003808,2025-04-18,Havan Itajaí,Eletrônicos,Fone Bluetooth JBL,3,413.49,1240.47,Patrícia Santos,Cartão de crédito,Itajaí,SC
HAV003809,2024-02-29,Havan Curitiba,Informática,HD Externo 1TB,1,2890.39,2890.39,Rodrigo Alves,Cartão de crédito,Curitiba,SC
HAV003810,2024-11-17,Havan Londrina,Vestuário,Camiseta Polo,2,325.65,651.3,Rodrigo Alves,Cartão de crédito,Londrina,PR
HAV003811,2025-02-07,Havan Brusque,Eletrodomésticos,Aspirador Mondial,4,2617.93,10471.72,Fernanda Lima,Cartão de crédito,Brusque,SC
HAV003812,2025-10-15,Havan Blumenau,Eletrônicos,Tablet Samsung,1,1094.17,1094.17,Ana Silva,PIX,Blumenau,SC
HAV003813,2025-05-26,Havan Balneário Camboriú,Eletrodomésticos,Geladeira Brastemp,1,4713.82,4713.82,Lucas Oliveira,Cartão de crédito,Balneário Camboriú,SC
HAV003814,2024-11-25,Havan Balneário Camboriú,Eletrodomésticos,Liquidificador Philips,1,4671.69,4671.69,Mariana Costa,Cartão de débito,Balneário Camboriú,SC
HAV003815,2024-08-08,Havan Curitiba,Móveis,Sofá 3 Lugares,4,4369.27,17477.08,Rodrigo Alves,Cartão de crédito,Curitiba,SC
HAV003816,2024-07-19,Havan Brusque,Eletrodomésticos,Cafeteira Nespresso,4,2518.95,10075.8,Fernanda Lima,Cartão de crédito,Brusque,SC
HAV003817,2025-01-10,Havan Joinville,Informática,HD Externo 1TB,4,1236.35,4945.4,João Mendes,Cartão de crédito,Joinville,SC
HAV003818,2025-03-19,Havan Brusque,Informática,HD Externo 1TB,1,2430.24,2430.24,Mariana Costa,PIX,Brusque,SC
HAV003819,2025-04-13,Havan Itajaí,Brinquedos,Carrinho Hot Wheels,1,324.02,324.02,Carlos Souza,Cartão de débito,Itajaí,SC
HAV003820,2024-08-20,Havan Brusque,Informática,"Monitor 24""",1,1869.15,1869.15,Lucas Oliveira,Dinheiro,Brusque,SC
HAV003821,2024-03-08,Havan Joinville,Informática,Teclado Mecânico,3,1790.09,5370.27,Carlos Souza,Cartão de crédito,Joinville,SC
HAV003822,2024-10-17,Havan Itajaí,"Cama, Mesa e Banho",Cortina Blackout,2,381.47,762.94,João Mendes,Cartão de crédito,Itajaí,SC
HAV003823,2024-12-03,Havan Florianópolis,"Cama, Mesa e Banho",Jogo de Lençol Queen,1,32.54,32.54,Fernanda Lima,PIX,Florianópolis,SC
HAV003824,2025-01-01,Havan Itajaí,Utilidades Domésticas,Jogo de Copos,4,125.99,503.96,Rodrigo Alves,Cartão de débito,Itajaí,SC
HAV003825,2024-06-16,Havan Balneário Camboriú,Brinquedos,Lego Star Wars,1,318.28,318.28,Carlos Souza,PIX,Balneário Camboriú,SC
HAV003826,2024-01-15,Havan Curitiba,Móveis,Sofá 3 Lugares,1,4608.52,4608.52,Fernanda Lima,PIX,Curitiba,PR
HAV003827,2025-05-09,Havan Florianópolis,Informática,HD Externo 1TB,2,1303.98,2607.96,Carlos Souza,PIX,Florianópolis,SC
HAV003828,2025-02-19,Havan Londrina,Informática,HD Externo 1TB,1,1352.06,1352.06,Carlos Souza,Dinheiro,Londrina,PR
HAV003829,2024-10-03,Havan Brusque,Eletrônicos,Caixa de Som Alexa,1,1820.3,1820.3,Mariana Costa,Dinheiro,Brusque,SC
HAV003830,2025-01-18,Havan Blumenau,Eletrônicos,Caixa de Som Alexa,3,4193.54,12580.62,Patrícia Santos,Cartão de crédito,Blumenau,SC
HAV003831,2024-05-09,Havan Florianópolis,Eletrodomésticos,Geladeira Brastemp,1,3178.58,3178.58,João Mendes,Cartão de crédito,Florianópolis,SC
HAV003832,2024-03-01,Havan Curitiba,Brinquedos,Boneca Barbie,1,391.07,391.07,Fernanda Lima,PIX,Curitiba,PR
HAV003833,2024-04-25,Havan Brusque,Brinquedos,Quebra-cabeça 1000 peças,2,331.45,662.9,Mariana Costa,PIX,Brusque,SC
HAV003834,2024-12-26,Havan Florianópolis,Brinquedos,Quebra-cabeça 1000 peças,1,33.66,33.66,Carlos Souza,Cartão de débito,Florianópolis,SC
HAV003835,2024-10-13,Havan Itajaí,Móveis,Guarda-roupa 6 portas,1,3155.07,3155.07,Mariana Costa,Cartão de débito,Itajaí,SC
HAV003836,2024-12-22,Havan Brusque,Eletrodomésticos,Aspirador Mondial,1,3401.36,3401.36,João Mendes,Cartão de crédito,Brusque,SC
HAV003837,2024-03-22,Havan Itajaí,Móveis,Sofá 3 Lugares,1,4220.25,4220.25,Carlos Souza,Cartão de crédito,Itajaí,SC
HAV003838,2025-02-22,Havan Balneário Camboriú,Brinquedos,Jogo de Tabuleiro,1,336.7,336.7,Patrícia Santos,Cartão de crédito,Balneário Camboriú,SC
HAV003839,2024-01-10,Havan Brusque,Eletrônicos,Caixa de Som Alexa,3,1883.58,5650.74,Ana Silva,Cartão de crédito,Brusque,SC
HAV003840,2025-08-04,Havan Joinville,Brinquedos,Carrinho Hot Wheels,2,42.74,85.48,Fernanda Lima,Cartão de crédito,Joinville,SC
HAV003841,2024-09-21,Havan Curitiba,Eletrodomésticos,Micro-ondas Electrolux,2,3816.94,7633.88,Rodrigo Alves,Cartão de crédito,Curitiba,SC
HAV003842,2025-07-01,Havan Itajaí,Móveis,Cadeira Gamer,2,3193.79,6387.58,Mariana Costa,Cartão de crédito,Itajaí,SC
HAV003843,2024-01-12,Havan Balneário Camboriú,Eletrônicos,Tablet Samsung,2,3669.95,7339.9,Ana Silva,Cartão de débito,Balneário Camboriú,SC
HAV003844,2024-02-14,Havan Florianópolis,Eletrodomésticos,Micro-ondas Electrolux,1,4229.66,4229.66,João Mendes,PIX,Florianópolis,SC
HAV003845,2024-11-27,Havan Blumenau,Utilidades Domésticas,Jogo de Copos,4,97.72,390.88,Ana Silva,PIX,Blumenau,SC
HAV003846,2024-12-30,Havan Londrina,Eletrodomésticos,Aspirador Mondial,1,4111.64,4111.64,Patrícia Santos,Cartão de débito,Londrina,PR
HAV003847,2025-05-09,Havan Itajaí,Brinquedos,Carrinho Hot Wheels,2,379.32,758.64,Fernanda Lima,Cartão de débito,Itajaí,SC
HAV003848,2025-05-30,Havan Balneário Camboriú,Brinquedos,Lego Star Wars,1,280.84,280.84,Carlos Souza,Cartão de crédito,Balneário Camboriú,SC
HAV003849,2024-05-25,Havan Blumenau,Brinquedos,Lego Star Wars,1,188.19,188.19,Carlos Souza,PIX,Blumenau,SC
HAV003850,2025-08-22,Havan Blumenau,"Cama, Mesa e Banho",Edredom Casal,3,222.6,667.8,Patrícia Santos,Cartão de crédito,Blumenau,SC
HAV003851,2025-08-09,Havan Florianópolis,Utilidades Domésticas,Aparelho de Jantar,1,60.92,60.92,Rodrigo Alves,PIX,Florianópolis,SC
HAV003852,2024-12-04,Havan Balneário Camboriú,Eletrodomésticos,Liquidificador Philips,1,1062.36,1062.36,Fernanda Lima,PIX,Balneário Camboriú,SC
HAV003853,2024-02-06,Havan Londrina,"Cama, Mesa e Banho",Cortina Blackout,3,356.84,1070.52,Fernanda Lima,Cartão de crédito,Londrina,PR
HAV003854,2025-04-07,Havan Joinville,Eletrodomésticos,Liquidificador Philips,2,1736.49,3472.98,Lucas Oliveira,PIX,Joinville,SC
HAV003855,2024-12-23,Havan Balneário Camboriú,Informática,Teclado Mecânico,2,269.84,539.68,Mariana Costa,Cartão de crédito,Balneário Camboriú,SC
HAV003856,2024-10-09,Havan Florianópolis,Vestuário,Calça Jeans,1,371.0,371.0,Rodrigo Alves,Cartão de crédito,Florianópolis,SC
HAV003857,2024-02-18,Havan Brusque,Brinquedos,Lego Star Wars,2,258.19,516.38,Mariana Costa,Dinheiro,Brusque,SC
HAV003858,2024-02-23,Havan Blumenau,"Cama, Mesa e Banho",Edredom Casal,2,387.98,775.96,Fernanda Lima,Dinheiro,Blumenau,SC
HAV003859,2024-04-25,Havan Londrina,Eletrodomésticos,Geladeira Brastemp,4,2079.31,8317.24,Mariana Costa,Cartão de débito,Londrina,PR
HAV003860,2025-03-01,Havan Joinville,Eletrônicos,Caixa de Som Alexa,1,3334.08,3334.08,Lucas Oliveira,Cartão de crédito,Joinville,SC
HAV003861,2025-05-06,Havan Joinville,Utilidades Domésticas,Aparelho de Jantar,4,140.09,560.36,Carlos Souza,PIX,Joinville,SC
HAV003862,2025-11-06,Havan Balneário Camboriú,Brinquedos,Boneca Barbie,1,46.91,46.91,Carlos Souza,Cartão de crédito,Balneário Camboriú,SC
HAV003863,2024-01-09,Havan Brusque,"Cama, Mesa e Banho",Toalha de Banho,1,350.93,350.93,Mariana Costa,Cartão de débito,Brusque,SC
HAV003864,2024-05-11,Havan Curitiba,Eletrônicos,Caixa de Som Alexa,1,3801.84,3801.84,Fernanda Lima,Cartão de crédito,Curitiba,SC
HAV003865,2024-06-29,Havan Londrina,Informática,Impressora HP,4,1174.2,4696.8,Patrícia Santos,PIX,Londrina,PR
HAV003866,2024-03-27,Havan Londrina,"Cama, Mesa e Banho",Jogo de Lençol Queen,1,267.8,267.8,Carlos Souza,Cartão de crédito,Londrina,SC
HAV003867,2024-12-30,Havan Curitiba,Vestuário,Blusa Feminina,2,415.34,830.68,Mariana Costa,Cartão de crédito,Curitiba,SC
HAV003868,2024-11-11,Havan Londrina,Brinquedos,Lego Star Wars,1,190.03,190.03,Ana Silva,Cartão de crédito,Londrina,PR
HAV003869,2025-04-15,Havan Curitiba,Utilidades Domésticas,Aparelho de Jantar,2,32.06,64.12,Lucas Oliveira,PIX,Curitiba,SC
HAV003870,2024-10-18,Havan Florianópolis,"Cama, Mesa e Banho",Toalha de Banho,1,213.01,213.01,Patrícia Santos,Cartão de crédito,Florianópolis,SC
HAV003871,2025-05-02,Havan Brusque,Móveis,Guarda-roupa 6 portas,4,1867.49,7469.96,Mariana Costa,Dinheiro,Brusque,SC
HAV003872,2024-05-25,Havan Florianópolis,Eletrodomésticos,Micro-ondas Electrolux,2,3234.32,6468.64,Rodrigo Alves,Cartão de crédito,Florianópolis,SC
HAV003873,2024-08-04,Havan Joinville,Informática,Impressora HP,1,1613.1,1613.1,Patrícia Santos,Dinheiro,Joinville,SC
HAV003874,2024-01-19,Havan Londrina,Móveis,Sofá 3 Lugares,1,3838.49,3838.49,Lucas Oliveira,PIX,Londrina,PR
HAV003875,2024-11-03,Havan Brusque,Eletrodomésticos,Liquidificador Philips,2,1731.37,3462.74,João Mendes,PIX,Brusque,SC
HAV003876,2024-07-17,Havan Balneário Camboriú,"Cama, Mesa e Banho",Edredom Casal,2,57.35,114.7,Carlos Souza,PIX,Balneário Camboriú,SC
HAV003877,2024-12-29,Havan Joinville,"Cama, Mesa e Banho",Jogo de Lençol Queen,2,167.72,335.44,Lucas Oliveira,Cartão de crédito,Joinville,SC
HAV003878,2025-01-19,Havan Joinville,Informática,Impressora HP,1,1535.45,1535.45,Fernanda Lima,PIX,Joinville,SC
HAV003879,2025-08-24,Havan Londrina,Informática,Impressora HP,1,360.52,360.52,Lucas Oliveira,Dinheiro,Londrina,PR
HAV003880,2025-05-26,Havan Florianópolis,Eletrodomésticos,Liquidificador Philips,3,494.29,1482.87,Rodrigo Alves,Cartão de crédito,Florianópolis,SC
HAV003881,2025-05-29,Havan Blumenau,Móveis,Sofá 3 Lugares,1,2527.49,2527.49,Fernanda Lima,Cartão de crédito,Blumenau,SC
HAV003882,2024-02-09,Havan Londrina,Vestuário,Tênis Nike,1,253.62,253.62,Ana Silva,PIX,Londrina,PR
HAV003883,2025-01-22,Havan Balneário Camboriú,Brinquedos,Lego Star Wars,3,68.21,204.63,Fernanda Lima,PIX,Balneário Camboriú,SC
HAV003884,2025-09-05,Havan Balneário Camboriú,Móveis,Estante Decorativa,1,4174.63,4174.63,Ana Silva,Cartão de crédito,Balneário Camboriú,SC
HAV003885,2024-02-28,Havan Joinville,Vestuário,Jaqueta Corta Vento,1,76.37,76.37,Rodrigo Alves,Cartão de crédito,Joinville,SC
HAV003886,2025-04-22,Havan Curitiba,Brinquedos,Carrinho Hot Wheels,2,260.92,521.84,Fernanda Lima,Cartão de crédito,Curitiba,SC
HAV003887,2025-10-01,Havan Itajaí,"Cama, Mesa e Banho",Jogo de Lençol Queen,2,47.96,95.92,Patrícia Santos,Cartão de crédito,Itajaí,SC
HAV003888,2025-02-12,Havan Londrina,Móveis,Cadeira Gamer,1,962.4,962.4,Ana Silva,Cartão de débito,Londrina,PR
HAV003889,2025-05-13,Havan Itajaí,"Cama, Mesa e Banho",Edredom Casal,2,445.78,891.56,Lucas Oliveira,PIX,Itajaí,SC
HAV003890,2024-08-07,Havan Curitiba,Eletrodomésticos,Liquidificador Philips,3,1930.77,5792.31,Patrícia Santos,Cartão de crédito,Curitiba,PR
HAV003891,2024-07-14,Havan Brusque,Eletrônicos,"Smart TV 50""",2,815.58,1631.16,Lucas Oliveira,PIX,Brusque,SC
HAV003892,2024-05-17,Havan Brusque,Móveis,Estante Decorativa,4,2400.4,9601.6,Patrícia Santos,Cartão de crédito,Brusque,SC
HAV003893,2025-02-06,Havan Londrina,Brinquedos,Lego Star Wars,2,284.69,569.38,Fernanda Lima,Dinheiro,Londrina,PR
HAV003894,2024-01-28,Havan Curitiba,Eletrodomésticos,Aspirador Mondial,1,4610.86,4610.86,Mariana Costa,Cartão de débito,Curitiba,SC
HAV003895,2024-12-17,Havan Blumenau,Vestuário,Camiseta Polo,2,466.41,932.82,Fernanda Lima,Cartão de débito,Blumenau,SC
HAV003896,2025-10-08,Havan Joinville,Móveis,Mesa de Jantar 6 lugares,4,3463.74,13854.96,Rodrigo Alves,PIX,Joinville,SC
HAV003897,2024-10-28,Havan Curitiba,Utilidades Domésticas,Chaleira Inox,4,93.53,374.12,Patrícia Santos,Cartão de débito,Curitiba,PR
HAV003898,2025-01-08,Havan Brusque,Utilidades Domésticas,Chaleira Inox,1,202.69,202.69,Mariana Costa,PIX,Brusque,SC
HAV003899,2025-09-16,Havan Florianópolis,Utilidades Domésticas,Conjunto de Panelas Tramontina,1,256.85,256.85,Lucas Oliveira,Cartão de crédito,Florianópolis,SC
HAV003900,2024-07-10,Havan Joinville,Vestuário,Calça Jeans,3,402.16,1206.48,Mariana Costa,Cartão de crédito,Joinville,SC
HAV003901,2025-07-13,Havan Florianópolis,Vestuário,Tênis Nike,1,86.83,86.83,Carlos Souza,Cartão de débito,Florianópolis,SC
HAV003902,2025-02-27,Havan Brusque,Brinquedos,Carrinho Hot Wheels,2,292.14,584.28,Lucas Oliveira,Cartão de crédito,Brusque,SC
HAV003903,2024-01-10,Havan Balneário Camboriú,Informática,Impressora HP,4,1690.47,6761.88,Lucas Oliveira,Cartão de crédito,Balneário Camboriú,SC
